IGFBP1--IBP1,g.28,98.5,Thyroglobulin type-1 domain 
IGFBP1--IBP1,g.3,99.2,Knottins (small inhibitors- toxins- lectins) 
IGFBP2--BP2--IBP2,g.28,98.5,Thyroglobulin type-1 domain 
IGFBP2--BP2--IBP2,g.3,99.4,Knottins (small inhibitors- toxins- lectins) 
IGFBP3--IBP3,g.3,99.7,Knottins (small inhibitors- toxins- lectins) 
IGFBP3--IBP3,g.28,98.7,Thyroglobulin type-1 domain 
IGFBP4--IBP4,g.3,99.7,Knottins (small inhibitors- toxins- lectins) 
IGFBP4--IBP4,g.28,98.5,Thyroglobulin type-1 domain 
IGFBP5--IBP5,g.28,98.7,Thyroglobulin type-1 domain 
IGFBP5--IBP5,g.3,99.8,Knottins (small inhibitors- toxins- lectins) 
IGFBP6--IBP6,g.28,98.0,Thyroglobulin type-1 domain 
IGFBP6--IBP6,g.3,99.1,Knottins (small inhibitors- toxins- lectins) 
IGFBP7--MAC25--PSF,b.1,94.0,Immunoglobulin-like beta-sandwich 
IGFBP7--MAC25--PSF,g.68,93.9,Kazal-type serine protease inhibitors 
IGFBP7--MAC25--PSF,g.3,98.3,Knottins (small inhibitors- toxins- lectins) 
IGFBPL1--IGFBPRP4,g.68,95.5,Kazal-type serine protease inhibitors 
IGFBPL1--IGFBPRP4,b.1,96.4,Immunoglobulin-like beta-sandwich 
IGFBPL1--IGFBPRP4,g.3,97.3,Knottins (small inhibitors- toxins- lectins) 
IGFLR1--TMEM149--U2AF1L4,a.77,87.8,DEATH domain 
IGFN1--EEF1A2BP1--KYIP1,b.1,97.9,Immunoglobulin-like beta-sandwich 
IGHA1,b.1,91.6,Immunoglobulin-like beta-sandwich 
IGHA2,b.1,97.6,Immunoglobulin-like beta-sandwich 
IGHD,b.1,94.0,Immunoglobulin-like beta-sandwich 
IGHE,b.1,94.4,Immunoglobulin-like beta-sandwich 
IGHG1,b.1,95.6,Immunoglobulin-like beta-sandwich 
IGHG2,b.1,95.2,Immunoglobulin-like beta-sandwich 
IGHG3,b.1,95.3,Immunoglobulin-like beta-sandwich 
IGHG4,b.1,97.6,Immunoglobulin-like beta-sandwich 
IGHMBP2--SMBP2--SMUBP2,c.37,95.2,P-loop containing nucleoside triphosphate hydrolases 
IGHMBP2--SMBP2--SMUBP2,d.68,97.2,IF3-like 
IGHMBP2--SMBP2--SMUBP2,g.80,96.8,AN1-like Zinc finger 
IGHM,b.1,98.3,Immunoglobulin-like beta-sandwich 
IGHV1OR21-1,b.1,99.2,Immunoglobulin-like beta-sandwich 
IGHV3-23,b.1,99.7,Immunoglobulin-like beta-sandwich 
IGHV4OR15-8--VSIG6,b.1,99.6,Immunoglobulin-like beta-sandwich 
IGKC,b.1,99.1,Immunoglobulin-like beta-sandwich 
IGKV1-5,b.1,99.7,Immunoglobulin-like beta-sandwich 
IGKV1D-16,b.1,99.8,Immunoglobulin-like beta-sandwich 
IGKV4-1,b.1,99.4,Immunoglobulin-like beta-sandwich 
IGLC1,b.1,99.4,Immunoglobulin-like beta-sandwich 
IGLC2,b.1,99.4,Immunoglobulin-like beta-sandwich 
IGLC3,b.1,99.4,Immunoglobulin-like beta-sandwich 
IGLC6,b.1,99.4,Immunoglobulin-like beta-sandwich 
IGLC7,b.1,80.9,Immunoglobulin-like beta-sandwich 
IGLL1--IGL1,b.1,99.2,Immunoglobulin-like beta-sandwich 
IGLL5,b.1,99.2,Immunoglobulin-like beta-sandwich 
IGLON5,b.1,97.9,Immunoglobulin-like beta-sandwich 
IGSF10--CMF608,b.1,98.1,Immunoglobulin-like beta-sandwich 
IGSF10--CMF608,c.10,98.6,Leucine-rich repeat- LRR (right-handed beta-alpha superhelix) 
IGSF11--BTIGSF--CXADRL1--VSIG3,b.1,97.8,Immunoglobulin-like beta-sandwich 
IGSF1--IGDC1--KIAA0364--PGSF2,b.1,94.1,Immunoglobulin-like beta-sandwich 
IGSF21,b.1,95.9,Immunoglobulin-like beta-sandwich 
IGSF22,b.1,98.2,Immunoglobulin-like beta-sandwich 
IGSF23,b.1,86.6,Immunoglobulin-like beta-sandwich 
IGSF3--EWI3--KIAA0466,b.1,97.0,Immunoglobulin-like beta-sandwich 
IGSF5--JAM4,b.1,95.8,Immunoglobulin-like beta-sandwich 
IGSF6--DORA,b.1,96.1,Immunoglobulin-like beta-sandwich 
IGSF8--CD81P3--EWI2--KCT4,b.1,96.2,Immunoglobulin-like beta-sandwich 
IGSF9B--KIAA1030,b.1,98.5,Immunoglobulin-like beta-sandwich 
IGSF9--IGSF9A--KIAA1355--NRT1,b.1,97.6,Immunoglobulin-like beta-sandwich 
IHH,d.65,100.0,Hedgehog_DD-peptidase 
IHH,b.86,99.8,Hedgehog_intein (Hint) domain 
IHH,b.145,96.1,AXH domain 
IKBKAP--ELP1--IKAP,b.68,86.2,6-bladed beta-propeller 
IKBKAP--ELP1--IKAP,b.70,88.1,8-bladed beta-propeller 
IKBKAP--ELP1--IKAP,d.32,81.6,Glyoxalase_Bleomycin resistance protein_Dihydroxybiphenyl dioxygenase 
IKBKAP--ELP1--IKAP,b.69,85.5,7-bladed beta-propeller 
IKBKB--IKKB,d.144,83.4,Protein kinase-like (PK-like) 
IKBKB--IKKB,d.15,82.2,beta-Grasp (ubiquitin-like) 
IKBKE--IKKE--IKKI--KIAA0151,d.144,93.0,Protein kinase-like (PK-like) 
IKZF1--IK1--IKAROS--LYF1--ZNFN1A1,g.37,87.7,beta-beta-alpha zinc fingers 
IKZF1--IK1--IKAROS--LYF1--ZNFN1A1,g.41,84.6,Rubredoxin-like 
IKZF1--IK1--IKAROS--LYF1--ZNFN1A1,g.89,89.0,CHY zinc finger-like 
IKZF2--HELIOS--ZNFN1A2,e.59,84.6,FdhE-like 
IKZF2--HELIOS--ZNFN1A2,g.41,81.4,Rubredoxin-like 
IKZF2--HELIOS--ZNFN1A2,g.37,88.9,beta-beta-alpha zinc fingers 
IKZF3--ZNFN1A3,g.41,80.5,Rubredoxin-like 
IKZF3--ZNFN1A3,g.37,85.2,beta-beta-alpha zinc fingers 
IKZF4--KIAA1782--ZNFN1A4,e.59,86.3,FdhE-like 
IKZF4--KIAA1782--ZNFN1A4,g.37,81.5,beta-beta-alpha zinc fingers 
IKZF5--ZNFN1A5,g.37,82.2,beta-beta-alpha zinc fingers 
IL10,a.26,100.0,4-helical cytokines 
IL10RA--IL10R,b.1,83.0,Immunoglobulin-like beta-sandwich 
IL10RB--CRFB4--D21S58--D21S66,b.1,88.2,Immunoglobulin-like beta-sandwich 
IL11,a.26,85.3,4-helical cytokines 
IL11RA,b.1,93.9,Immunoglobulin-like beta-sandwich 
IL12A--NKSF1,a.26,100.0,4-helical cytokines 
IL12B--NKSF2,b.1,93.1,Immunoglobulin-like beta-sandwich 
IL12RB1--IL12R--IL12RB,b.1,86.2,Immunoglobulin-like beta-sandwich 
IL12RB2,b.1,94.9,Immunoglobulin-like beta-sandwich 
IL13--NC30,a.26,100.0,4-helical cytokines 
IL13RA1--IL13R--IL13RA,b.1,80.7,Immunoglobulin-like beta-sandwich 
IL13RA2--IL13R,b.1,80.3,Immunoglobulin-like beta-sandwich 
IL15,a.26,99.9,4-helical cytokines 
IL15RA,g.18,87.8,Complement control module_SCR domain 
IL16,b.36,98.4,PDZ domain-like 
IL17A--CTLA8--IL17,g.17,100.0,Cystine-knot cytokines 
IL17F,g.17,100.0,Cystine-knot cytokines 
IL18BP,b.1,86.8,Immunoglobulin-like beta-sandwich 
IL18--IGIF--IL1F4,b.42,83.8,beta-Trefoil 
IL18R1--IL1RRP,b.1,80.2,Immunoglobulin-like beta-sandwich 
IL18R1--IL1RRP,c.23,99.6,Flavodoxin-like 
IL18RAP--IL1R7,c.23,99.3,Flavodoxin-like 
IL18RAP--IL1R7,b.1,90.3,Immunoglobulin-like beta-sandwich 
IL19--ZMDA1,a.26,99.8,4-helical cytokines 
IL1A--IL1F1,b.42,99.1,beta-Trefoil 
IL1B--IL1F2,b.42,100.0,beta-Trefoil 
IL1R1--IL1R--IL1RA--IL1RT1,b.1,94.7,Immunoglobulin-like beta-sandwich 
IL1R1--IL1R--IL1RA--IL1RT1,c.23,98.9,Flavodoxin-like 
IL1R2--IL1RB,b.1,96.8,Immunoglobulin-like beta-sandwich 
IL1RAP--C3orf13--IL1R3,b.1,86.9,Immunoglobulin-like beta-sandwich 
IL1RAP--C3orf13--IL1R3,c.23,99.5,Flavodoxin-like 
IL1RAPL1--OPHN4,b.1,94.4,Immunoglobulin-like beta-sandwich 
IL1RAPL1--OPHN4,c.23,99.6,Flavodoxin-like 
IL1RAPL2--IL1R9,b.1,95.2,Immunoglobulin-like beta-sandwich 
IL1RAPL2--IL1R9,c.23,99.5,Flavodoxin-like 
IL1RL1--DER4--ST2--T1,b.1,96.4,Immunoglobulin-like beta-sandwich 
IL1RL1--DER4--ST2--T1,c.23,99.3,Flavodoxin-like 
IL1RL2--IL1RRP2,b.1,93.6,Immunoglobulin-like beta-sandwich 
IL1RL2--IL1RRP2,c.23,98.9,Flavodoxin-like 
IL1RN--IL1F3--IL1RA,b.42,99.8,beta-Trefoil 
IL21,a.26,99.8,4-helical cytokines 
IL22RA1--IL22R,b.1,81.7,Immunoglobulin-like beta-sandwich 
IL23R,b.1,80.4,Immunoglobulin-like beta-sandwich 
IL24--MDA7--ST16,a.26,99.8,4-helical cytokines 
IL26--AK155,a.26,99.3,4-helical cytokines 
IL27--IL27A--IL30,a.26,93.9,4-helical cytokines 
IL2,a.26,100.0,4-helical cytokines 
IL2RA,g.18,82.4,Complement control module_SCR domain 
IL2RB,b.1,81.7,Immunoglobulin-like beta-sandwich 
IL2RG,b.1,80.1,Immunoglobulin-like beta-sandwich 
IL36A--FIL1E--IL1E--IL1F6,b.42,99.9,beta-Trefoil 
IL36B--IL1F8--IL1H2,b.42,98.5,beta-Trefoil 
IL37--FIL1Z--IL1F7--IL1H4--IL1RP1,b.42,99.7,beta-Trefoil 
IL3,a.26,100.0,4-helical cytokines 
IL3RA--IL3R,b.1,81.0,Immunoglobulin-like beta-sandwich 
IL4,a.26,100.0,4-helical cytokines 
IL4R--IL4RA--582J2.1,b.1,80.6,Immunoglobulin-like beta-sandwich 
IL5,a.26,100.0,4-helical cytokines 
IL5RA--IL5R,b.1,80.5,Immunoglobulin-like beta-sandwich 
IL6--IFNB2,a.26,100.0,4-helical cytokines 
IL6R,b.1,95.7,Immunoglobulin-like beta-sandwich 
IL6ST,b.1,97.1,Immunoglobulin-like beta-sandwich 
IL7R,b.1,82.3,Immunoglobulin-like beta-sandwich 
IL9R,b.1,86.1,Immunoglobulin-like beta-sandwich 
ILDR1,b.1,86.1,Immunoglobulin-like beta-sandwich 
ILDR1,g.71,86.8,Mini-collagen I- C-terminal domain 
ILDR2--C1orf32,d.251,80.1,Hypothetical protein YwqG 
ILDR2--C1orf32,b.1,90.0,Immunoglobulin-like beta-sandwich 
ILF2--NF45--PRO3063,d.218,90.2,Nucleotidyltransferase 
ILF3--DRBF--MPHOSPH4--NF90,d.50,92.9,dsRBD-like 
ILKAP,d.219,100.0,PP2C-like 
ILK--ILK1--ILK2,a.118,99.7,alpha-alpha  uperhelix 
ILK--ILK1--ILK2,d.144,99.5,Protein kinase-like (PK-like) 
ILK--ILK1--ILK2,d.211,99.4,beta-hairpin-alpha-hairpin repeat 
ILVBL--AHAS,c.31,97.9,DHS-like NAD_FAD-binding domain 
ILVBL--AHAS,c.36,93.8,Thiamin diphosphate-binding fold (THDP-binding) 
IMMP1L,b.87,85.1,LexA_Signal peptidase 
IMMP2L,b.87,82.6,LexA_Signal peptidase 
IMP3--C15orf12--MRPS4,d.66,82.4,Alpha-L RNA-binding motif 
IMP4--BXDC4,c.51,100.0,Anticodon-binding domain-like 
IMPA1--IMPA,e.7,100.0,Carbohydrate phosphatase 
IMPA2--IMP.18P,e.7,100.0,Carbohydrate phosphatase 
IMPACT,d.14,99.8,Ribosomal protein S5 domain 2-like 
IMPACT,d.20,99.0,UBC-like 
IMPAD1--IMPA3,e.7,99.6,Carbohydrate phosphatase 
IMPDH1--IMPD1,c.1,95.2,TIM beta_alpha-barrel 
IMPDH1--IMPD1,d.37,87.8,CBS-domain pair 
IMPDH2--IMPD2,c.1,86.8,TIM beta_alpha-barrel 
IMPDH2--IMPD2,a.118,87.7,alpha-alpha  uperhelix 
IMPDH2--IMPD2,d.37,90.5,CBS-domain pair 
IMPG2--IPM200,g.3,80.2,Knottins (small inhibitors- toxins- lectins) 
INADL--PATJ,b.36,98.8,PDZ domain-like 
INADL--PATJ,a.194,99.6,L27 domain 
INF2--C14orf151--C14orf173,a.207,100.0,Formin homology 2 domain (FH2 domain) 
INF2--C14orf151--C14orf173,a.118,100.0,alpha-alpha  uperhelix 
ING1,g.50,97.3,FYVE_PHD zinc finger 
ING2--ING1L,g.50,97.4,FYVE_PHD zinc finger 
ING2--ING1L,g.44,85.6,RING_U-box 
ING3--HSPC301,g.50,97.5,FYVE_PHD zinc finger 
ING4--My036,g.50,97.5,FYVE_PHD zinc finger 
ING5,g.50,97.5,FYVE_PHD zinc finger 
INHA,g.17,99.0,Cystine-knot cytokines 
INHBA,g.17,99.9,Cystine-knot cytokines 
INHBB,g.17,99.8,Cystine-knot cytokines 
INHBC,g.17,99.9,Cystine-knot cytokines 
INHBE,g.17,99.8,Cystine-knot cytokines 
INMT,c.66,88.5,S-adenosyl-L-methionine-dependent methyltransferases 
INO80--INO80A--INOC1--KIAA1259,c.37,97.0,P-loop containing nucleoside triphosphate hydrolases 
INPP1,e.7,98.9,Carbohydrate phosphatase 
INPP4A,b.7,80.6,C2 domain-like 
INPP4B,b.7,83.5,C2 domain-like 
INPP5A,d.151,99.6,DNase I-like 
INPP5A,d.20,85.5,UBC-like 
INPP5B--OCRL2,d.151,100.0,DNase I-like 
INPP5B--OCRL2,a.116,98.9,GTPase activation domain- GAP 
INPP5D--SHIP--SHIP1,d.93,82.3,SH2-like 
INPP5D--SHIP--SHIP1,d.151,80.9,DNase I-like 
INPP5E,d.151,93.5,DNase I-like 
INPP5J--PIB5PA--PIPP,d.151,89.5,DNase I-like 
INPP5K--PPS--SKIP,d.151,98.6,DNase I-like 
INPPL1--SHIP2,a.60,85.6,SAM domain-like 
INPPL1--SHIP2,d.151,96.7,DNase I-like 
INPPL1--SHIP2,d.93,96.9,SH2-like 
INSC,a.118,94.8,alpha-alpha  uperhelix 
INS-IGF2,g.1,95.1,Insulin-like 
INS,g.1,98.6,Insulin-like 
INSL3--RLF--RLNL,g.1,88.7,Insulin-like 
INSL6--RIF1,g.1,93.8,Insulin-like 
INSM1--IA1,g.37,89.2,beta-beta-alpha zinc fingers 
INSM2--IA6--Nbla106,g.37,80.9,beta-beta-alpha zinc fingers 
INSR,c.10,99.1,Leucine-rich repeat- LRR (right-handed beta-alpha superhelix) 
INSR,d.144,99.5,Protein kinase-like (PK-like) 
INSR,g.3,97.1,Knottins (small inhibitors- toxins- lectins) 
INSR,b.1,97.3,Immunoglobulin-like beta-sandwich 
INSRR--IRR,d.144,99.9,Protein kinase-like (PK-like) 
INSRR--IRR,b.1,97.0,Immunoglobulin-like beta-sandwich 
INSRR--IRR,g.3,96.9,Knottins (small inhibitors- toxins- lectins) 
INSRR--IRR,c.10,98.8,Leucine-rich repeat- LRR (right-handed beta-alpha superhelix) 
INTS12--PHF22--SBBI22,g.44,87.7,RING_U-box 
INTS12--PHF22--SBBI22,g.50,92.0,FYVE_PHD zinc finger 
INTS12--PHF22--SBBI22,c.66,83.1,S-adenosyl-L-methionine-dependent methyltransferases 
INTS12--PHF22--SBBI22,a.138,82.7,Multiheme cytochromes 
INTS12--PHF22--SBBI22,g.49,85.4,Cysteine-rich domain 
INTS4--MSTP093,a.118,93.9,alpha-alpha  uperhelix 
INTS6--DBI1--DDX26--DDX26A,c.62,94.7,vWA-like 
INTS9--RC74,d.157,99.7,Metallo-hydrolase_oxidoreductase 
INTU--KIAA1284--PDZD6--PDZK6,b.36,87.4,PDZ domain-like 
INVS--INV--NPHP2,d.211,99.6,beta-hairpin-alpha-hairpin repeat 
INVS--INV--NPHP2,a.118,99.9,alpha-alpha  uperhelix 
IP6K1--IHPK1--KIAA0263,d.143,100.0,SAICAR synthase-like 
IP6K2--IHPK2--TCCCIA00113,d.143,100.0,SAICAR synthase-like 
IP6K3--IHPK3,d.143,100.0,SAICAR synthase-like 
IPCEF1--KIAA0403,b.55,98.5,PH domain-like barrel 
IPMK--IMPK,d.143,100.0,SAICAR synthase-like 
IPO11--RANBP11,a.118,82.6,alpha-alpha  uperhelix 
IPO13--KIAA0724--RANBP13,a.118,85.0,alpha-alpha  uperhelix 
IPO4--IMP4B--RANBP4,a.118,81.4,alpha-alpha  uperhelix 
IPO5--KPNB3--RANBP5,a.118,92.3,alpha-alpha  uperhelix 
IPO7--RANBP7,a.118,87.2,alpha-alpha  uperhelix 
IPO8--RANBP8,a.118,90.3,alpha-alpha  uperhelix 
IPO9--IMP9--KIAA1192--RANBP9--HSPC273,a.118,84.5,alpha-alpha  uperhelix 
IPP--KLHL27,d.42,85.5,POZ domain 
IPP--KLHL27,b.69,99.9,7-bladed beta-propeller 
IPP--KLHL27,b.68,99.9,6-bladed beta-propeller 
IQCA1--IQCA,c.37,95.1,P-loop containing nucleoside triphosphate hydrolases 
IQCA1L--IQCA1P1,c.37,92.7,P-loop containing nucleoside triphosphate hydrolases 
IQCE--KIAA1023,c.37,83.9,P-loop containing nucleoside triphosphate hydrolases 
IQCF1,c.37,84.8,P-loop containing nucleoside triphosphate hydrolases 
IQCF2,c.37,91.3,P-loop containing nucleoside triphosphate hydrolases 
IQCF3,c.37,88.0,P-loop containing nucleoside triphosphate hydrolases 
IQCF5,c.37,81.2,P-loop containing nucleoside triphosphate hydrolases 
IQCF6,c.37,86.2,P-loop containing nucleoside triphosphate hydrolases 
IQGAP1--KIAA0051,b.72,85.8,WW domain-like 
IQGAP1--KIAA0051,c.37,88.3,P-loop containing nucleoside triphosphate hydrolases 
IQGAP1--KIAA0051,a.116,100.0,GTPase activation domain- GAP 
IQGAP1--KIAA0051,d.332,99.9,RGC domain-like 
IQGAP1--KIAA0051,a.40,90.6,CH domain-like 
IQGAP2,c.37,92.4,P-loop containing nucleoside triphosphate hydrolases 
IQGAP2,d.332,99.9,RGC domain-like 
IQGAP2,b.72,88.0,WW domain-like 
IQGAP2,a.116,100.0,GTPase activation domain- GAP 
IQGAP2,a.40,98.9,CH domain-like 
IQGAP3,d.332,99.8,RGC domain-like 
IQGAP3,a.40,82.2,CH domain-like 
IQGAP3,a.116,99.9,GTPase activation domain- GAP 
IQGAP3,c.37,90.4,P-loop containing nucleoside triphosphate hydrolases 
IQGAP3,b.72,84.0,WW domain-like 
IQSEC1--ARFGEP100--BRAG2--KIAA0763,a.118,100.0,alpha-alpha  uperhelix 
IQSEC1--ARFGEP100--BRAG2--KIAA0763,b.55,92.4,PH domain-like barrel 
IQSEC2--KIAA0522,b.55,94.3,PH domain-like barrel 
IQSEC2--KIAA0522,a.118,100.0,alpha-alpha  uperhelix 
IQSEC3--KIAA1110,a.118,100.0,alpha-alpha  uperhelix 
IQSEC3--KIAA1110,b.55,92.6,PH domain-like barrel 
IQUB,d.15,80.1,beta-Grasp (ubiquitin-like) 
IRAK1--IRAK,a.77,81.4,DEATH domain 
IRAK1--IRAK,d.144,99.8,Protein kinase-like (PK-like) 
IRAK2,d.144,99.6,Protein kinase-like (PK-like) 
IRAK2,a.77,92.1,DEATH domain 
IRAK3,d.144,98.7,Protein kinase-like (PK-like) 
IRAK3,a.77,84.3,DEATH domain 
IRAK4,a.77,86.4,DEATH domain 
IRAK4,d.144,99.8,Protein kinase-like (PK-like) 
IREB2,c.83,100.0,Aconitase iron-sulfur domain 
IREB2,c.8,99.5,The "swivelling" beta_beta_alpha domain 
IRF1,a.4,100.0,DNA_RNA-binding 3-helical bundle 
IRF2BP1,g.44,81.8,RING_U-box 
IRF2BP2,g.44,100.0,RING_U-box 
IRF2BPL--C14orf4--EAP1--KIAA1865--My039,g.44,100.0,RING_U-box 
IRF2,a.4,100.0,DNA_RNA-binding 3-helical bundle 
IRF3,b.26,100.0,SMAD_FHA domain 
IRF3,a.4,99.9,DNA_RNA-binding 3-helical bundle 
IRF4--MUM1,a.4,100.0,DNA_RNA-binding 3-helical bundle 
IRF4--MUM1,b.26,90.2,SMAD_FHA domain 
IRF5,b.26,100.0,SMAD_FHA domain 
IRF5,a.4,100.0,DNA_RNA-binding 3-helical bundle 
IRF6,a.4,100.0,DNA_RNA-binding 3-helical bundle 
IRF6,b.26,100.0,SMAD_FHA domain 
IRF7,b.26,100.0,SMAD_FHA domain 
IRF7,a.4,99.9,DNA_RNA-binding 3-helical bundle 
IRF8--ICSBP1,b.26,100.0,SMAD_FHA domain 
IRF8--ICSBP1,a.4,100.0,DNA_RNA-binding 3-helical bundle 
IRF9--ISGF3G,b.26,99.9,SMAD_FHA domain 
IRF9--ISGF3G,a.4,100.0,DNA_RNA-binding 3-helical bundle 
IRG1,e.44,100.0,2-methylcitrate dehydratase PrpD 
IRGC--IIGP5--IRGC1,c.37,97.1,P-loop containing nucleoside triphosphate hydrolases 
IRGM--IFI1--IRGM1--LRG47,c.37,90.4,P-loop containing nucleoside triphosphate hydrolases 
IRGQ--IRGQ1--FKSG27,c.37,92.5,P-loop containing nucleoside triphosphate hydrolases 
IRS1,b.55,89.0,PH domain-like barrel 
IRS2,b.55,98.8,PH domain-like barrel 
IRS4,b.55,88.1,PH domain-like barrel 
IRX1--IRXA1,a.4,96.0,DNA_RNA-binding 3-helical bundle 
IRX2--IRXA2,a.4,96.1,DNA_RNA-binding 3-helical bundle 
IRX3--IRXB1,a.4,96.0,DNA_RNA-binding 3-helical bundle 
IRX4--IRXA3,a.4,96.1,DNA_RNA-binding 3-helical bundle 
IRX5--IRX2A--IRXB2,a.4,96.1,DNA_RNA-binding 3-helical bundle 
IRX6--IRX7--IRXB3,a.4,96.1,DNA_RNA-binding 3-helical bundle 
ISCA1--HBLD2--GK004,b.124,99.7,HesB-like domain 
ISCA2--HBLD1,b.124,99.7,HesB-like domain 
ISCU--NIFUN,b.51,85.7,ValRS_IleRS_LeuRS editing domain 
ISCU--NIFUN,d.224,99.9,SufE_NifU 
ISCU--NIFUN,d.87,81.2,CO dehydrogenase flavoprotein C-domain-like 
ISCU--NIFUN,d.153,81.9,Ntn hydrolase-like 
ISG15--G1P2--UCRP,d.15,81.7,beta-Grasp (ubiquitin-like) 
ISG20--HEM45,c.55,83.5,Ribonuclease H-like motif 
ISG20L2--HSD-38--HSD38,c.55,87.7,Ribonuclease H-like motif 
ISL1,a.4,97.8,DNA_RNA-binding 3-helical bundle 
ISL1,g.44,81.0,RING_U-box 
ISL1,g.39,80.1,Glucocorticoid receptor-like (DNA-binding domain) 
ISL2,a.4,97.8,DNA_RNA-binding 3-helical bundle 
ISL2,g.44,81.6,RING_U-box 
ISL2,g.39,80.2,Glucocorticoid receptor-like (DNA-binding domain) 
ISM1--C20orf82--ISM,b.77,95.1,beta-Prism I 
ISM1--C20orf82--ISM,g.60,97.2,TSP-1 type 1 repeat 
ISM2--TAIL1--THSD3--PSEC0137,g.60,96.8,TSP-1 type 1 repeat 
ISM2--TAIL1--THSD3--PSEC0137,b.77,93.4,beta-Prism I 
ISOC1--CGI-111,c.33,99.3,Isochorismatase-like hydrolases 
ISOC2,c.33,99.2,Isochorismatase-like hydrolases 
ISPD,c.68,96.9,Nucleotide-diphospho-sugar transferases 
ISX--RAXLX,a.4,98.4,DNA_RNA-binding 3-helical bundle 
ISY1--KIAA1160,a.2,100.0,Long alpha-hairpin 
ISYNA1--INO1,c.2,83.8,NAD(P)-binding Rossmann-fold domains 
ISYNA1--INO1,d.81,99.9,FwdE_GAPDH domain-like 
ITCH,b.7,96.1,C2 domain-like 
ITCH,d.148,100.0,Hect- E3 ligase catalytic domain 
ITCH,b.72,90.4,WW domain-like 
ITFG1--LNKN-1--TIP--CDA08,b.69,83.6,7-bladed beta-propeller 
ITFG2,b.69,95.6,7-bladed beta-propeller 
ITGA11--MSTP018,c.62,97.4,vWA-like 
ITGA11--MSTP018,b.1,98.0,Immunoglobulin-like beta-sandwich 
ITGA11--MSTP018,b.69,98.2,7-bladed beta-propeller 
ITGA1,b.1,98.5,Immunoglobulin-like beta-sandwich 
ITGA1,b.69,98.0,7-bladed beta-propeller 
ITGA1,c.62,95.5,vWA-like 
ITGA2B--GP2B--ITGAB,b.1,99.7,Immunoglobulin-like beta-sandwich 
ITGA2B--GP2B--ITGAB,b.69,98.6,7-bladed beta-propeller 
ITGA2--CD49B,b.69,97.9,7-bladed beta-propeller 
ITGA2--CD49B,c.62,95.0,vWA-like 
ITGA2--CD49B,b.1,98.6,Immunoglobulin-like beta-sandwich 
ITGA3--MSK18,b.69,98.6,7-bladed beta-propeller 
ITGA3--MSK18,b.1,99.1,Immunoglobulin-like beta-sandwich 
ITGA4--CD49D,b.69,99.0,7-bladed beta-propeller 
ITGA4--CD49D,b.1,98.2,Immunoglobulin-like beta-sandwich 
ITGA5--FNRA,b.69,98.8,7-bladed beta-propeller 
ITGA5--FNRA,b.1,99.8,Immunoglobulin-like beta-sandwich 
ITGA6,b.69,98.8,7-bladed beta-propeller 
ITGA6,b.1,99.5,Immunoglobulin-like beta-sandwich 
ITGA8,b.69,98.6,7-bladed beta-propeller 
ITGA8,b.1,99.8,Immunoglobulin-like beta-sandwich 
ITGA9,b.69,98.9,7-bladed beta-propeller 
ITGA9,b.1,98.4,Immunoglobulin-like beta-sandwich 
ITGAD,c.62,91.5,vWA-like 
ITGAD,b.69,97.4,7-bladed beta-propeller 
ITGAD,b.1,90.1,Immunoglobulin-like beta-sandwich 
ITGAE,c.62,97.3,vWA-like 
ITGAE,b.1,97.9,Immunoglobulin-like beta-sandwich 
ITGAE,b.69,97.0,7-bladed beta-propeller 
ITGAL--CD11A,c.62,95.3,vWA-like 
ITGAL--CD11A,b.1,98.8,Immunoglobulin-like beta-sandwich 
ITGAL--CD11A,c.55,86.5,Ribonuclease H-like motif 
ITGAL--CD11A,b.69,98.0,7-bladed beta-propeller 
ITGAM--CD11B--CR3A,c.62,96.2,vWA-like 
ITGAM--CD11B--CR3A,b.69,97.8,7-bladed beta-propeller 
ITGAM--CD11B--CR3A,b.1,95.7,Immunoglobulin-like beta-sandwich 
ITGAV--MSK8--VNRA,b.1,99.8,Immunoglobulin-like beta-sandwich 
ITGAV--MSK8--VNRA,b.69,98.9,7-bladed beta-propeller 
ITGAX--CD11C,b.69,97.7,7-bladed beta-propeller 
ITGAX--CD11C,b.1,95.9,Immunoglobulin-like beta-sandwich 
ITGAX--CD11C,c.62,91.2,vWA-like 
ITGB1BP1--ICAP1,c.37,80.3,P-loop containing nucleoside triphosphate hydrolases 
ITGB1BP1--ICAP1,b.55,94.0,PH domain-like barrel 
ITGB1BP2--MSTP015,b.15,98.6,HSP20-like chaperones 
ITGB1--FNRB--MDF2--MSK12,b.1,99.9,Immunoglobulin-like beta-sandwich 
ITGB1--FNRB--MDF2--MSK12,g.16,99.3,Trefoil_Plexin domain-like 
ITGB1--FNRB--MDF2--MSK12,g.3,94.0,Knottins (small inhibitors- toxins- lectins) 
ITGB1--FNRB--MDF2--MSK12,c.62,81.5,vWA-like 
ITGB1--FNRB--MDF2--MSK12,d.200,99.8,Integrin beta tail domain 
ITGB2--CD18--MFI7,b.1,99.7,Immunoglobulin-like beta-sandwich 
ITGB2--CD18--MFI7,d.200,98.2,Integrin beta tail domain 
ITGB2--CD18--MFI7,g.16,99.1,Trefoil_Plexin domain-like 
ITGB2--CD18--MFI7,g.3,94.5,Knottins (small inhibitors- toxins- lectins) 
ITGB2--CD18--MFI7,c.62,88.4,vWA-like 
